Unnamed: 0,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
960,960,a1937,b1507,fitz and the tantrums,fitz & the tantrums,Jun 10 2016,fitz and the tantrums,fitz and the tantrums,Jun 10 2016
963,963,a1939,b1504,why are you ok?,band of horses,Jun 10 2016,why are you ok,band of horses,Jun 10 2016
964,964,a1940,b1506,big day in a small town,brandy clark,Jun 10 2016,big day in a small town,brandy clark,Jun 10 2016
966,966,a1947,b1514,last year was complicated,nick jonas,Jun 10 2016,last year was complicated,nick jonas,Jun 10 2016
969,969,a195,b3073,carry fire,robert plant,Oct 13 2017,carry fire,robert plant,Oct 13 2017
970,970,a1950,b1520,wrong crowd,tom odell,Jun 10 2016,wrong crowd,tom odell,Jun 10 2016
973,973,a1954,b1519,thick as thieves,the temper trap,Jun 10 2016,thick as thieves,the temper trap,Jun 10 2016
974,974,a1955,b1518,hollow bones,rival sons,Jun 10 2016,hollow bones,rival sons,Jun 10 2016
980,980,a1964,b1500,love you to death,tegan and sara,Jun 3 2016,love you to death,tegan and sara,Jun 3 2016
982,982,a1968,b1493,ash & ice,the kills,Jun 3 2016,ash & ice,the kills,Jun 3 2016
984,984,a197,b3079,ogilala,william patrick corgan,Oct 13 2017,ogilala,william patrick corgan,Oct 13 2017
985,985,a1970,b1487,treasure house,cat's eyes,Jun 3 2016,treasure house,cat's eyes,Jun 3 2016
986,986,a1974,b1498,stranger to stranger,paul simon,Jun 3 2016,stranger to stranger,paul simon,Jun 3 2016
987,987,a1976,b1489,monolith of phobos,the claypool lennon delirium,Jun 3 2016,monolith of phobos,the claypool lennon delirium,Jun 3 2016
990,990,a198,b3063,colors,beck,Oct 13 2017,colors,beck,Oct 13 2017
991,991,a1982,b1494,wild things,ladyhawke,Jun 3 2016,wild things,ladyhawke,Jun 3 2016
992,992,a1983,b1485,aggressive,beartooth,Jun 3 2016,aggressive,beartooth,Jun 3 2016
993,993,a1987,b1488,faraway reach,classixx,Jun 3 2016,faraway reach,classixx,Jun 3 2016
995,995,a199,b3077,masseduction,st. vincent,Oct 13 2017,masseduction,st. vincent,Oct 13 2017
996,996,a1994,b1490,open book,fatherson,Jun 3 2016,open book,fatherson,Jun 3 2016
997,997,a1998,b1465,all our gods have abandoned us,architects,May 27 2016,all our gods have abandoned us,architects,May 27 2016
1002,1002,a200,b3065,lotta sea lice,courtney barnett,Oct 13 2017,lotta sea lice,courtney barnett and kurt vile,Oct 13 2017
1004,1004,a2000,b1467,kidsticks,beth orton,May 27 2016,kidsticks,beth orton,May 27 2016
1005,1005,a2003,b1476,good luck and do your best,gold panda,May 27 2016,good luck and do your best,gold panda,May 27 2016
1008,1008,a2004,b1513,good times!,the monkees,May 27 2016,good times!,the monkees,Jun 10 2016
1009,1009,a2005,b1466,by default,band of skulls,May 27 2016,by default,band of skulls,May 27 2016
1011,1011,a2008,b1469,the ride,catfish & the bottlemen,May 27 2016,the ride,catfish and the bottlemen,May 27 2016
1014,1014,a2009,b1481,the  dream is over,pup,May 27 2016,the dream is over,pup,May 27 2016
1015,1015,a201,b3069,the ooz,king krule,Oct 13 2017,the ooz,king krule,Oct 13 2017
1016,1016,a2011,b1483,to be everywhere is to be nowhere,thrice,May 27 2016,to be everywhere is to be nowhere,thrice,May 27 2016
1017,1017,a2012,b1480,everything's beautiful,robert glasper,May 27 2016,everything's beautiful,robert glasper / miles davis,May 27 2016
1018,1018,a2013,b1482,the  home inside my head,real friends,May 27 2016,the home inside my head,real friends,May 27 2016
1019,1019,a2014,b1464,the lexicon of love ii,abc,May 27 2016,lexicon of love ii,abc,May 27 2016
1020,1020,a2015,b1473,27-jul,fifth harmony,May 27 2016,27-jul,fifth harmony,May 27 2016
1025,1025,a2017,b1474,skin,flume,May 27 2016,skin,flume,May 27 2016
1033,1033,a2032,b1470,stranger things have happened,clare maguire,May 27 2016,stranger things have happened,clare maguire,May 27 2016
1035,1035,a2033,b1459,along the shadow,saosin,May 20 2016,along the shadow,saosin,May 20 2016
1040,1040,a2035,b1455,2,mudcrutch,May 20 2016,2,mudcrutch,May 20 2016
1043,1043,a2038,b1456,the triad,pantha du prince,May 20 2016,the triad,pantha du prince,May 20 2016
1044,1044,a2039,b1454,strangers,marissa nadler,May 20 2016,strangers,marissa nadler,May 20 2016
1045,1045,a2040,b1447,i still do,eric clapton,May 20 2016,i still do,eric clapton,May 20 2016
1047,1047,a2041,b1444,fallen angels,bob dylan,May 20 2016,fallen angels,bob dylan,May 20 2016
1051,1051,a2042,b1446,teens of denial,car seat headrest,May 20 2016,teens of denial,car seat headrest,May 20 2016
1052,1052,a2043,b1457,these people,richard ashcroft,May 20 2016,these people,richard ashcroft,May 20 2016
1069,1069,a2048,b1442,dangerous woman,ariana grande,May 20 2016,dangerous woman,ariana grande,May 20 2016
1071,1071,a205,b3078,there is no love in fluorescent light,stars,Oct 13 2017,there is no love in fluorescent light,stars,Oct 13 2017
1072,1072,a2054,b1445,mayday,boys noize,May 20 2016,mayday,boys noize,May 20 2016
1076,1076,a206,b3072,beautiful trauma,p!nk,Oct 13 2017,beautiful trauma,pink,Oct 13 2017
1079,1079,a2069,b1433,oh no,jessy lanza,May 13 2016,oh no,jessy lanza,May 13 2016
1080,1080,a2072,b1427,the  heart speaks in whispers,corinne bailey rae,May 13 2016,the heart speaks in whispers,corinne bailey rae,May 13 2016
1081,1081,a2074,b1437,holy ghost,modern baseball,May 13 2016,holy ghost,modern baseball,May 13 2016
1083,1083,a2075,b1436,thank you,meghan trainor,May 13 2016,thank you,meghan trainor,May 13 2016
1085,1085,a2078,b1432,the concrete confessional,hatebreed,May 13 2016,the concrete confessional,hatebreed,May 13 2016
1086,1086,a2079,b1435,cloud nine,kygo,May 13 2016,cloud nine,kygo,May 13 2016
1088,1088,a208,b3070,shapeshifter,knuckle puck,Oct 13 2017,shapeshifter,knuckle puck,Oct 13 2017
1091,1091,a2081,b1438,misadventures,pierce the veil,May 13 2016,misadventures,pierce the veil,May 13 2016
1092,1092,a2082,b1434,nattesferd,kvelertak,May 13 2016,nattesferd,kvelertak,May 13 2016
1101,1101,a209,b3067,mr. davis,gucci mane,Oct 13 2017,mr. davis,gucci mane,Oct 13 2017
1103,1103,a2095,b1423,a moon shaped pool,radiohead,May 8 2016,a moon shaped pool,radiohead,May 8 2016
1104,1104,a2096,b1405,detour,cyndi lauper,May 6 2016,detour,cyndi lauper,May 6 2016
1106,1106,a2099,b1406,bottomless pit,death grips,May 6 2016,bottomless pit,death grips,May 6 2016
1109,1109,a21,b3184,the beautiful & damned,g-eazy,Dec 15 2017,the beautiful & damned,g-eazy,Dec 15 2017
1110,1110,a2100,b1422,paradise,white lung,May 6 2016,paradise,white lung,May 6 2016
1112,1112,a2101,b1411,will,julianna barwick,May 6 2016,will,julianna barwick,May 6 2016
1113,1113,a2102,b1401,hopelessness,anohni,May 6 2016,hopelessness,anohni,May 6 2016
1115,1115,a2103,b1413,99.90%,kaytranada,May 6 2016,99.90%,kaytranada,May 6 2016
1117,1117,a2106,b1409,"electronica, vol. 2: the heart of noise",jean michel jarre,May 6 2016,electronica 2: the heart of noise,jean michel jarre,May 6 2016
1122,1122,a2118,b1414,ripcord,keith urban,May 6 2016,ripcord,keith urban,May 6 2016
1132,1132,a2121,b1416,the unity sessions,pat metheny,May 6 2016,the unity sessions,pat metheny,May 6 2016
1133,1133,a2124,b1408,the colour in anything,james blake,May 5 2016,the colour in anything,james blake,May 6 2016
1151,1151,a2131,b1383,the ship,brian eno,Apr 29 2016,the ship,brian eno,Apr 29 2016
1164,1164,a2140,b1396,everything at once,travis,Apr 29 2016,everything at once,travis,Apr 29 2016
1165,1165,a2144,b1395,prayers for the damned,sixx: a.m.,Apr 29 2016,prayers for the damned: vol. 1,sixx:a.m.,Apr 29 2016
1195,1195,a2153,b1380,lemonade,beyoncé,Apr 23 2016,lemonade,beyoncé,Apr 23 2016
1197,1197,a2154,b1345,everybody's heart is broken now,niki and the dove,Apr 22 2016,everybody's heart is broken now,niki and the dove,Apr 8 2016
1201,1201,a2160,b1371,always strive and prosper,a$ap ferg,Apr 22 2016,always strive and prosper,asap ferg,Apr 22 2016
1202,1202,a2162,b1374,asphalt for eden,dälek,Apr 22 2016,asphalt for eden,dälek,Apr 22 2016
1204,1204,a2164,b1390,honey,katy b,Apr 22 2016,honey,katy b,Apr 29 2016
1209,1209,a217,b3066,morning after,dvsn,Oct 13 2017,morning after,dvsn,Oct 13 2017
1210,1210,a2171,b1368,plays the music of twin peaks,xiu xiu,Apr 16 2016,xiu xiu plays the music of twin peaks,xiu xiu,Apr 16 2016
1212,1212,a2172,b1365,a sailor's guide to earth,sturgill simpson,Apr 15 2016,a sailor's guide to earth,sturgill simpson,Apr 15 2016
1213,1213,a2177,b1362,the hope six demolition project,pj harvey,Apr 15 2016,the hope six demolition project,pj harvey,Apr 15 2016
1214,1214,a2178,b1353,crab day,cate le bon,Apr 15 2016,crab day,cate le bon,Apr 15 2016
1215,1215,a2182,b1366,hold/still,suuns,Apr 15 2016,hold/still,suuns,Apr 15 2016
1216,1216,a2183,b1364,santana iv,santana,Apr 15 2016,santana iv,santana,Apr 15 2016
1218,1218,a2186,b1355,the  diary,j dilla,Apr 15 2016,the diary,j dilla,Apr 15 2016
1220,1220,a219,b3057,as you were,liam gallagher,Oct 6 2017,as you were,liam gallagher,Oct 6 2017
1222,1222,a2195,b1352,material,blaqk audio,Apr 15 2016,material,blaqk audio,Apr 15 2016
1223,1223,a2196,b1317,hurt & the merciless,the heavy,Apr 8 2016,hurt & the merciless,the heavy,Apr 1 2016
1227,1227,a2197,b1343,junk,m83,Apr 8 2016,junk,m83,Apr 8 2016
1228,1228,a2198,b1337,gore,deftones,Apr 8 2016,gore,deftones,Apr 8 2016
1229,1229,a2199,b1338,painting of a panic attack,frightened rabbit,Apr 8 2016,painting of a panic attack,frightened rabbit,Apr 8 2016
1232,1232,a2201,b1348,love streams,tim hecker,Apr 8 2016,love streams,tim hecker,Apr 8 2016
1234,1234,a2202,b1342,cleopatra,the lumineers,Apr 8 2016,cleopatra,the lumineers,Apr 8 2016
1239,1239,a2204,b1336,call it what it is,ben harper & the innocent criminals,Apr 8 2016,call it what it is,ben harper & the innocent criminals,Apr 8 2016
1242,1242,a2206,b1344,man about town,mayer hawthorne,Apr 8 2016,man about town,mayer hawthorne,Apr 8 2016
1243,1243,a2207,b1347,brilliant sanity,teleman,Apr 8 2016,brilliant sanity,teleman,Apr 8 2016
1244,1244,a2208,b1298,the peace & truce of future of the left,future of the left,Apr 8 2016,the peace & truce of future of the left,future of the left,Mar 25 2016
1249,1249,a2210,b1334,red flag,all saints,Apr 8 2016,red flag,all saints,Apr 8 2016
1251,1251,a2219,b1232,2,the gloaming,Apr 8 2016,2,the gloaming,Feb 26 2016
1258,1258,a2221,b1332,ology,gallant,Apr 6 2016,ology,gallant,Apr 6 2016
1265,1265,a2225,b1323,iii,moderat,Apr 1 2016,iii,moderat,Apr 1 2016
1274,1274,a2228,b1320,everything you've come to expect,the last shadow puppets,Apr 1 2016,everything you've come to expect,the last shadow puppets,Apr 1 2016
1276,1276,a2229,b1326,super,pet shop boys,Apr 1 2016,super,pet shop boys,Apr 1 2016
1278,1278,a2231,b1311,azel,bombino,Apr 1 2016,azel,bombino,Apr 1 2016
1279,1279,a2232,b1331,amen & goodbye,yeasayer,Apr 1 2016,amen & goodbye,yeasayer,Apr 1 2016
1280,1280,a2233,b1313,"bang, zoom, crazy... hello",cheap trick,Apr 1 2016,"bang, zoom, crazy... hello",cheap trick,Apr 1 2016
1283,1283,a2234,b1307,are you serious,andrew bird,Apr 1 2016,are you serious,andrew bird,Apr 1 2016
1284,1284,a2236,b1314,the  wilderness,explosions in the sky,Apr 1 2016,the wilderness,explosions in the sky,Apr 1 2016
1290,1290,a2238,b1315,the  follower,the field,Apr 1 2016,the follower,the field,Apr 1 2016
1294,1294,a224,b3001,i tell a fly,benjamin clementine,Oct 6 2017,i tell a fly,benjamin clementine,Sep 15 2017
1295,1295,a2240,b1308,pussy's dead,autolux,Apr 1 2016,pussy's dead,autolux,Apr 1 2016
1296,1296,a2241,b1321,empire builder,laura gibson,Apr 1 2016,empire builder,laura gibson,Apr 1 2016
1297,1297,a2242,b1310,kentucky,black stone cherry,Apr 1 2016,kentucky,black stone cherry,Apr 1 2016
1302,1302,a2245,b1327,stories for monday,the summer set,Apr 1 2016,stories for monday,the summer set,Apr 1 2016
1304,1304,a2247,b1322,lukas graham,lukas graham,Apr 1 2016,lukas graham,lukas graham,Apr 1 2016
1305,1305,a2248,b1309,metal resistance,babymetal,Apr 1 2016,metal resistance,babymetal,Apr 1 2016
1308,1308,a2264,b1319,bacteria cult,kaada/patton,Apr 1 2016,bacteria cult,kaada/patton,Apr 1 2016
1312,1312,a2270,b1295,patch the sky,bob mould,Mar 25 2016,patch the sky,bob mould,Mar 25 2016
1316,1316,a2274,b1300,hitch,the joy formidable,Mar 25 2016,hitch,the joy formidable,Mar 25 2016
1320,1320,a2277,b1305,mind of mine,zayn,Mar 25 2016,mind of mine,zayn,Mar 25 2016
1321,1321,a2281,b1291,jomsviking,amon amarth,Mar 25 2016,jomsviking,amon amarth,Mar 25 2016
1326,1326,a2286,b1293,the black,asking alexandria,Mar 25 2016,the black,asking alexandria,Mar 25 2016
1329,1329,a2287,b1294,beautiful lies,birdy,Mar 25 2016,beautiful lies,birdy,Mar 25 2016
1330,1330,a2288,b1301,more issues than vogue,k. michelle,Mar 25 2016,more issues than vogue,k. michelle,Mar 25 2016
1335,1335,a2291,b1303,xi,metal church,Mar 25 2016,xi,metal church,Mar 25 2016
1337,1337,a2297,b1285,chaosmosis,primal scream,Mar 18 2016,chaosmosis,primal scream,Mar 18 2016
1338,1338,a2298,b1284,girl at the end of the world,james,Mar 18 2016,girl at the end of the world,james,Mar 18 2016
1341,1341,a23,b3180,asking alexandria,asking alexandria,Dec 15 2017,asking alexandria,asking alexandria,Dec 15 2017
1343,1343,a2300,b1288,"barbara barbara, we face a shining future",underworld,Mar 18 2016,"barbara barbara, we face a shining future",underworld,Mar 18 2016
1358,1358,a2306,b1283,post pop depression,iggy pop,Mar 18 2016,post pop depression,iggy pop,Mar 18 2016
1359,1359,a2307,b1281,this is what the truth feels like,gwen stefani,Mar 18 2016,this is what the truth feels like,gwen stefani,Mar 18 2016
1381,1381,a232,b3058,heaven upside down,marilyn manson,Oct 6 2017,heaven upside down,marilyn manson,Oct 6 2017
1392,1392,a2331,b1275,incarnate,killswitch engage,Mar 11 2016,incarnate,killswitch engage,Mar 11 2016
1394,1394,a2333,b1273,second love,emmy the great,Mar 11 2016,second love,emmy the great,Mar 11 2016
1395,1395,a2335,b1271,painkillers,brian fallon,Mar 11 2016,painkillers,brian fallon,Mar 11 2016
1396,1396,a2339,b1269,all my demons greeting me as a friend,aurora,Mar 11 2016,all my demons greeting me as a friend,aurora,Mar 11 2016
1397,1397,a234,b3049,french touch,carla bruni,Oct 6 2017,french touch,carla bruni,Oct 6 2017
1398,1398,a2340,b1276,telluric,matt corby,Mar 11 2016,telluric,matt corby,Mar 11 2016
1399,1399,a2341,b1267,us and the night,3 doors down,Mar 11 2016,us and the night,3 doors down,Mar 11 2016
1401,1401,a235,b3054,take me apart,kelela,Oct 6 2017,take me apart,kelela,Oct 6 2017
1402,1402,a2351,b1260,music for listening to music to,la sera,Mar 4 2016,music for listening to music to,la sera,Mar 4 2016
1403,1403,a2353,b1252,untitled unmastered.,kendrick lamar,Mar 4 2016,untitled unmastered.,kendrick lamar,Mar 4 2016
1406,1406,a2354,b1248,collegrove,2 chainz,Mar 4 2016,collegrove,2 chainz,Mar 4 2016
1412,1412,a2357,b1255,iii,miike snow,Mar 4 2016,iii,miike snow,Mar 4 2016
1416,1416,a2359,b1257,united crushers,poliça,Mar 4 2016,united crushers,poliça,Mar 4 2016
1417,1417,a236,b3048,phantom anthem,august burns red,Oct 6 2017,phantom anthem,august burns red,Oct 6 2017
1429,1429,a2364,b1262,a man alive,thao & the get down stay down,Mar 4 2016,a man alive,thao & the get down stay down,Mar 4 2016
1430,1430,a2365,b1265,we can do anything,violent femmes,Mar 4 2016,we can do anything,violent femmes,Mar 4 2016
1431,1431,a2367,b1254,long way home,låpsley,Mar 4 2016,long way home,låpsley,Mar 4 2016
1433,1433,a2368,b1250,emily's d+evolution,esperanza spalding,Mar 4 2016,emily's d+evolution,esperanza spalding,Mar 4 2016
1434,1434,a2369,b1263,limitless,tonight alive,Mar 4 2016,limitless,tonight alive,Mar 4 2016
1437,1437,a2371,b1259,ouroboros,ray lamontagne,Mar 4 2016,ouroboros,ray lamontagne,Mar 4 2016
1442,1442,a2391,b1238,99 cents,santigold,Feb 26 2016,99¢,santigold,Feb 26 2016
1444,1444,a2393,b1229,dig in deep,bonnie raitt,Feb 26 2016,dig in deep,bonnie raitt,Feb 26 2016
1445,1445,a2394,b1239,sviib,school of seven bells,Feb 26 2016,sviib,school of seven bells,Feb 26 2016
1446,1446,a2397,b1226,for all kings,anthrax,Feb 26 2016,for all kings,anthrax,Feb 26 2016
1447,1447,a2398,b1244,stranger things,yuck,Feb 26 2016,stranger things,yuck,Feb 26 2016
1449,1449,a2401,b1223,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,Feb 26 2016
1451,1451,a2403,b1243,summertime: willie nelson sings gershwin,willie nelson,Feb 26 2016,summertime: willie nelson sings gershwin,willie nelson,Feb 26 2016
1474,1474,a2408,b1234,this unruly mess i've made,macklemore & ryan lewis,Feb 26 2016,this unruly mess i've made,macklemore & ryan lewis,Feb 26 2016
1496,1496,a2417,b1227,anvil is anvil,anvil,Feb 26 2016,anvil is anvil,anvil,Feb 26 2016
1497,1497,a2418,b1241,charlene,tweet,Feb 26 2016,charlene,tweet,Feb 26 2016
1498,1498,a2420,b1214,side pony,lake street dive,Feb 19 2016,side pony,lake street dive,Feb 19 2016
1499,1499,a2422,b1219,taking one for the team,simple plan,Feb 19 2016,taking one for the team,simple plan,Feb 19 2016
1500,1500,a2426,b1209,painting with,animal collective,Feb 19 2016,painting with,animal collective,Feb 19 2016
1503,1503,a2428,b1200,"yes, i'm a witch too",yoko ono,Feb 19 2016,"yes, i'm a witch too",yoko ono,Feb 12 2016
1504,1504,a2429,b1216,livin' on a high note,mavis staples,Feb 19 2016,livin' on a high note,mavis staples,Feb 19 2016
1507,1507,a2434,b1221,victorious,wolfmother,Feb 19 2016,victorious,wolfmother,Feb 19 2016
1508,1508,a2436,b1212,phase,jack garratt,Feb 19 2016,phase,jack garratt,Feb 19 2016
1509,1509,a2438,b1217,need your light,ra ra riot,Feb 19 2016,need your light,ra ra riot,Feb 19 2016
1512,1512,a2440,b1211,banshee,the cave singers,Feb 19 2016,banshee,the cave singers,Feb 19 2016
1514,1514,a2442,b1193,here be monsters,motorpsycho,Feb 19 2016,here be monsters,motorpsycho,Feb 12 2016
1516,1516,a2445,b1210,in my mind,bj the chicago kid,Feb 19 2016,in my mind,bj the chicago kid,Feb 19 2016
1519,1519,a2448,b1222,the  art of hustle,yo gotti,Feb 19 2016,the art of hustle,yo gotti,Feb 19 2016
1525,1525,a2454,b1201,the life of pablo,kanye west,Feb 13 2016,the life of pablo,kanye west,Feb 14 2016
1526,1526,a2455,b1195,synesthetica,radiation city,Feb 12 2016,synesthetica,radiation city,Feb 12 2016
1527,1527,a2457,b1194,cardinal,pinegrove,Feb 12 2016,cardinal,pinegrove,Feb 12 2016
1528,1528,a2459,b1192,my wild west,lissie,Feb 12 2016,my wild west,lissie,Feb 12 2016
1529,1529,a2460,b1169,hidden city,the cult,Feb 12 2016,hidden city,the cult,Feb 5 2016
1536,1536,a2462,b1186,good advice,basia bulat,Feb 12 2016,good advice,basia bulat,Feb 12 2016
1537,1537,a2463,b1190,k 2.0,kula shaker,Feb 12 2016,k2.0,kula shaker,Feb 12 2016
1540,1540,a2468,b1199,wynonna & the big noise,wynonna & the big noise,Feb 12 2016,wynonna & the big noise,wynonna & the big noise,Feb 12 2016
1549,1549,a2475,b1179,the  ghosts of highway 20,lucinda williams,Feb 5 2016,the ghosts of highway 20,lucinda williams,Feb 5 2016
1551,1551,a2477,b1170,is the is are,diiv,Feb 5 2016,is the is are,diiv,Feb 5 2016
1552,1552,a2478,b1173,commontime,field music,Feb 5 2016,commontime,field music,Feb 5 2016
1553,1553,a2479,b1171,wonderful crazy night,elton john,Feb 5 2016,wonderful crazy night,elton john,Feb 5 2016
1554,1554,a2485,b1176,big black coat,junior boys,Feb 5 2016,big black coat,junior boys,Feb 5 2016
1555,1555,a2489,b1175,all i need,foxes,Feb 5 2016,all i need,foxes,Feb 5 2016
1558,1558,a2495,b1180,majid jordan,majid jordan,Feb 5 2016,majid jordan,majid jordan,Feb 5 2016
1559,1559,a2497,b1154,x: no absolutes,prong,Feb 5 2016,x (no absolutes),prong,Jan 29 2016
1562,1562,a2498,b1185,khalifa,wiz khalifa,Feb 5 2016,khalifa,wiz khalifa,Feb 5 2016
1564,1564,a2500,b1172,opus,eric prydz,Feb 5 2016,opus,eric prydz,Feb 5 2016
1565,1565,a2501,b1178,begin,lion babe,Feb 5 2016,begin,lion babe,Feb 5 2016
1567,1567,a2505,b1146,nine track mind,charlie puth,Jan 29 2016,nine track mind,charlie puth,Jan 29 2016
1568,1568,a2507,b1143,hymns,bloc party,Jan 29 2016,hymns,bloc party,Jan 29 2016
1569,1569,a2508,b1151,suicide songs,money,Jan 29 2016,suicide songs,money,Jan 29 2016
1570,1570,a2509,b1155,this is acting,sia,Jan 29 2016,this is acting,sia,Jan 29 2016
1573,1573,a2510,b1160,don't you,wet,Jan 29 2016,don't you,wet,Jan 29 2016
1574,1574,a2512,b1152,who sold my generation,night beats,Jan 29 2016,who sold my generation,night beats,Jan 29 2016
1575,1575,a2513,b1159,lost property,turin brakes,Jan 29 2016,lost property,turin brakes,Jan 29 2016
1576,1576,a2518,b1147,the astonishing,dream theater,Jan 29 2016,the astonishing,dream theater,Jan 29 2016
1577,1577,a2519,b1157,let me get by,tedeschi trucks band,Jan 29 2016,let me get by,tedeschi trucks band,Jan 29 2016
1579,1579,a2521,b1140,promise everything,basement,Jan 29 2016,promise everything,basement,Jan 29 2016
1580,1580,a2525,b1149,islah,kevin gates,Jan 29 2016,islah,kevin gates,Jan 29 2016
1581,1581,a2526,b1142,pillars of ash,black tusk,Jan 29 2016,pillars of ash,black tusk,Jan 29 2016
1582,1582,a2527,b1156,matter,st. lucia,Jan 29 2016,matter,st. lucia,Jan 29 2016
1597,1597,a2532,b1135,anti,rihanna,Jan 28 2016,anti,rihanna,Jan 27 2016
1598,1598,a2533,b1136,ritual spirit [ep],massive attack,Jan 28 2016,ritual spirit,massive attack,Jan 28 2016
1599,1599,a2534,b1123,jet plane and oxbow,shearwater,Jan 22 2016,jet plane and oxbow,shearwater,Jan 22 2016
1600,1600,a2535,b1122,adore life,savages,Jan 22 2016,adore life,savages,Jan 22 2016
1601,1601,a2536,b1114,m:fans,john cale,Jan 22 2016,m:fans,john cale,Jan 22 2016
1602,1602,a2537,b1111,new view,eleanor friedberger,Jan 22 2016,new view,eleanor friedberger,Jan 22 2016
1603,1603,a2538,b1128,night thoughts,suede,Jan 22 2016,night thoughts,suede,Jan 22 2016
1604,1604,a2539,b1133,emotional mugger,ty segall,Jan 22 2016,emotional mugger,ty segall,Jan 22 2016
1607,1607,a2540,b1131,the catastrophist,tortoise,Jan 22 2016,the catastrophist,tortoise,Jan 22 2016
1608,1608,a2541,b1130,the waiting room,tindersticks,Jan 22 2016,the waiting room,tindersticks,Jan 22 2016
1609,1609,a2542,b1105,each other,aidan knight,Jan 22 2016,each other,aidan knight,Jan 22 2016
1610,1610,a2544,b1106,a coliseum complex museum,the besnard lakes,Jan 22 2016,a coliseum complex museum,the besnard lakes,Jan 22 2016
1614,1614,a2547,b1134,atgclvlsscap,ulver,Jan 22 2016,atgclvlsscap,ulver,Jan 22 2016
1616,1616,a2548,b1110,original machines,conrad keely,Jan 22 2016,original machines,conrad keely,Jan 22 2016
1617,1617,a2549,b1117,dystopia,megadeth,Jan 22 2016,dystopia,megadeth,Jan 22 2016
1618,1618,a2550,b1108,moth,chairlift,Jan 22 2016,moth,chairlift,Jan 22 2016
1621,1621,a2556,b1132,skilled mechanics,tricky,Jan 22 2016,skilled mechanics,tricky,Jan 22 2016
1624,1624,a2559,b1104,something about april ii,adrian younge,Jan 22 2016,something about april ii,adrian younge,Jan 22 2016
1625,1625,a256,b3045,visions of a life,wolf alice,Sep 29 2017,visions of a life,wolf alice,Sep 29 2017
1630,1630,a2565,b1113,perfect,half japanese,Jan 22 2016,perfect,half japanese,Jan 22 2016
1635,1635,a2568,b1103,jesu/sun kil moon,jesu,Jan 22 2016,jesu/sun kil moon,jesu and sun kil moon,Jan 21 2016
1645,1645,a2573,b1098,death of a bachelor,panic! at the disco,Jan 15 2016,death of a bachelor,panic! at the disco,Jan 15 2016
1646,1646,a2575,b1094,not to disappear,daughter,Jan 15 2016,not to disappear,daughter,Jan 15 2016
1647,1647,a2578,b1119,curve of the earth,mystery jets,Jan 15 2016,curve of the earth,mystery jets,Jan 22 2016
1649,1649,a2579,b1088,malibu,anderson paak,Jan 15 2016,malibu,anderson .paak,Jan 15 2016
1650,1650,a2583,b1091,pawn shop,brothers osborne,Jan 15 2016,pawn shop,brothers osborne,Jan 15 2016
1651,1651,a2584,b1101,anarchytecture,skunk anansie,Jan 15 2016,anarchytecture,skunk anansie,Jan 15 2016
1652,1652,a2587,b1092,i long to see you,charles lloyd,Jan 15 2016,i long to see you,charles lloyd & the marvels,Jan 15 2016
1653,1653,a2588,b1096,it's about time,"hank williams, jr.",Jan 15 2016,it's about time,"hank williams, jr.",Jan 15 2016
1654,1654,a2589,b1081,blackstar,david bowie,Jan 8 2016,blackstar,david bowie,Jan 8 2016
1659,1659,a2590,b1082,leave me alone,hinds,Jan 8 2016,leave me alone,hinds,Jan 8 2016
1660,1660,a2591,b1087,where have you been all my life?,villagers,Jan 8 2016,where have you been all my life?,villagers,Jan 8 2016
1661,1661,a2593,b1079,wildfire,rachel platten,Jan 1 2016,wildfire,rachel platten,Jan 1 2016
1663,1663,a2594,b1078,in my feelings (goin' thru it),boosie badazz,Jan 1 2016,in my feelings (goin' thru it),boosie badazz,Jan 1 2016
1664,1664,a2595,b1075,king push - darkest before dawn: the prelude,pusha t,Dec 18 2015,king push – darkest before dawn: the prelude,pusha t,Dec 18 2015
1665,1665,a2596,b1067,purple,baroness,Dec 18 2015,purple,baroness,Dec 18 2015
1667,1667,a2598,b1069,tell me i'm pretty,cage the elephant,Dec 18 2015,tell me i'm pretty,cage the elephant,Dec 18 2015
1668,1668,a2599,b1053,speedin' bullet 2 heaven,kid cudi,Dec 18 2015,speedin' bullet 2 heaven,kid cudi,Dec 4 2015
1670,1670,a2600,b1070,royalty,chris brown,Dec 18 2015,royalty,chris brown,Dec 18 2015
1674,1674,a2603,b1065,hitnrun: phase two,prince,Dec 12 2015,hit n run phase two,prince,Dec 12 2015
1679,1679,a2605,b993,art angels,grimes,Dec 11 2015,art angels,grimes,Nov 6 2015
1680,1680,a2606,b1062,right on!,jenny lee,Dec 11 2015,right on!,jennylee,Dec 11 2015
1681,1681,a2607,b1063,the buffet,r. kelly,Dec 11 2015,the buffet,r. kelly,Dec 11 2015
1684,1684,a261,b3039,younger now,miley cyrus,Sep 29 2017,younger now,miley cyrus,Sep 29 2017
1687,1687,a2615,b1048,a head full of dreams,coldplay,Dec 4 2015,a head full of dreams,coldplay,Dec 4 2015
